image_path,site_id,task_label,v1_label,v2_label,split,is_valid
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 19th floor restroom before2.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 17th floor restroom before2.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 19th floor restroom after1.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 19th floor restroom before1.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 17th floor restroom before1.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 20th floor restroom before2.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 17th floor restroom after2.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 20th floor restroom before1.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 17th floor restroom after1.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 18th floor restroom after1.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi PH restroom before2.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 18th floor restroom after2.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi PH restroom before1.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi PH restroom after1.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 20th floor restroom after2.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi PH restroom after2.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 20th floor restroom after1.jpg,Piikoi,Restroom,After,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Restroom Project/Piikoi 18th floor restroom before1.jpg,Piikoi,Restroom,Work_In_Progress,Before,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Wiping/Piikoi wiping6.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Wiping/Piikoi wiping5.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Wiping/Piikoi wiping4.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Wiping/Piikoi wiping1.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Wiping/Piikoi wiping3.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Wiping/Piikoi wiping2.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Vacuum/Piikoi vacuum1.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Vacuum/Piikoi vacuum2.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Vacuum/Piikoi vacuum3.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Vacuum/Piikoi vacuum4.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi May 2025/DONE May 2025 Vacuum/Piikoi vacuum5.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Restrooms/615 Piikoi restroom3.jpg,Piikoi,Restroom,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Restrooms/615 Piikoi restroom2.jpg,Piikoi,Restroom,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Restrooms/615 Piikoi restroom1.jpg,Piikoi,Restroom,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Restrooms/615 Piikoi restroom4.jpg,Piikoi,Restroom,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Vacuum/615 Piikoi vacuum1.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Vacuum/615 Piikoi vacuum3.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Vacuum/615 Piikoi vacuum2.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Vacuum/615 Piikoi vacuum5.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Vacuum/615 Piikoi vacuum4.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Wiping/615 Piikoi wiping6.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Wiping/615 Piikoi wiping4.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Wiping/615 Piikoi wiping5.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Wiping/615 Piikoi wiping1.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Wiping/615 Piikoi wiping2.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Wiping/615 Piikoi wiping3.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Dusting/615 Piikoi dusting3.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Dusting/615 Piikoi dusting2.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Dusting/615 Piikoi dusting1.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Dusting/615 Piikoi dusting4.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Trash/615 Piikoi trash5.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Trash/615 Piikoi trash4.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Trash/615 Piikoi trash1.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Trash/615 Piikoi trash3.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 Piikoi June 2025/DONE June 2025 Trash/615 Piikoi trash2.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Trash/Piikoi trash4.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Trash/Piikoi trash5.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Trash/Piikoi trash1.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Trash/Piikoi trash2.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Trash/Piikoi trash3.jpg,Piikoi,Trash Removal,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0132.jpg,Piikoi,General Cleaning,Other,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0126.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0127.jpg,Piikoi,General Cleaning,Other,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0133.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0119.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0125.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0131.jpg,Piikoi,General Cleaning,Other,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0130.jpg,Piikoi,General Cleaning,Other,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0124.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0120.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0134.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0121.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0123.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0122.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0019.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0025.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0024.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0018.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0026.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0023.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0022.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0020.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0021.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0016.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/WhatsApp Image 2025-07-21 at 18.12.01_4a486e5e.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0017.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/WhatsApp Image 2025-07-21 at 09.53.00_2f257be3.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0015.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0129.jpg,Piikoi,General Cleaning,Other,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0128.jpg,Piikoi,General Cleaning,Other,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Dusting/Piikoi dusting5.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Dusting/Piikoi dusting4.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Dusting/Piikoi dusting3.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Dusting/Piikoi dusting2.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Dusting/Piikoi dusting1.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/done July 2025 Restroom/Piikoi restroom2.jpg,Piikoi,Restroom,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/done July 2025 Restroom/Piikoi restroom3.jpg,Piikoi,Restroom,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/done July 2025 Restroom/Piikoi restroom1.jpg,Piikoi,Restroom,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/done July 2025 Restroom/Piikoi restroom4.jpg,Piikoi,Restroom,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 AC vents/Piikoi AC vents1.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 AC vents/Piikoi AC vents3.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 AC vents/Piikoi AC vents2.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 AC vents/Piikoi AC vents5.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 AC vents/Piikoi AC vents4.jpg,Piikoi,General Cleaning,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Mopping/Piikoi mopping2.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Mopping/Piikoi mopping3.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Mopping/Piikoi mopping1.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Mopping/Piikoi mopping4.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Mopping/Piikoi mopping5.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Vacuum/Piikoi vacuum1.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Vacuum/Piikoi vacuum2.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Vacuum/Piikoi vacuum3.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Vacuum/Piikoi vacuum4.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI JULY/DONE July 2025 Vacuum/Piikoi vacuum5.jpg,Piikoi,Floor/Carpet,Work_In_Progress,After,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0132.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0126.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0127.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0133.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0119.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0125.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0131.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0130.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0124.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0120.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0134.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0121.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0123.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0122.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0019.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0025.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0024.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0018.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0026.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0023.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0022.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0020.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0021.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0016.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/WhatsApp Image 2025-07-21 at 18.12.01_4a486e5e.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0017.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/WhatsApp Image 2025-07-21 at 09.53.00_2f257be3.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0015.jpg,Piikoi,General Cleaning,Work_In_Progress,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0129.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Piikoi/615 PIIKOI July 2025 Strip & Wax Lobby 7.19.25/IMG-20250721-WA0128.jpg,Piikoi,General Cleaning,After,Unlabeled,val,True
data/original/Safeway/Safeway July/624a68ee-b0b7-47c8-ba32-f9bc63cf7637.jpeg,Safeway,General Cleaning,Other,Unlabeled,test,True
data/original/Safeway/Safeway July/d21b682b-0ff5-4a57-9763-2189b3efb5dc.jpeg,Safeway,General Cleaning,After,Unlabeled,test,True
data/original/Safeway/Safeway July/DONE R&R PULL CORD/f28bae12-ba05-4900-8d57-90ef1a1b0e7f.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE R&R PULL CORD/63d2eacd-43f6-4d6e-b737-cbe6c322ce56.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE REPAINTED TRASH CAN/3465141b-4a8f-41dd-9c6e-f371d15fd8ef.jpeg,Safeway,Trash Removal,Other,After,test,True
data/original/Safeway/Safeway July/DONE REPAINTED TRASH CAN/18a7522d-3246-4d85-9df1-3bb05f017fda.jpeg,Safeway,Trash Removal,Other,After,test,True
data/original/Safeway/Safeway July/DONE RESTRIP PARKING MARKS/5ad8ab22-03fd-45e9-9f2f-f553482c19a1.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE RESTRIP PARKING MARKS/5686fba1-e003-4917-a621-d062eceebde3.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE RESTRIP PARKING MARKS/392a55b7-54b8-4d44-8b4e-089d8426b4af.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE RESTRIP PARKING MARKS/467942e5-71a0-47b9-9cf5-37db5d41b101.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE CLEANED WALL/747b465b-c92e-4089-a554-68ad1ce97f04.jpeg,Safeway,General Cleaning,Before,After,test,True
data/original/Safeway/Safeway July/DONE CLEANED WALL/efd2e3e3-8f89-4bb7-b878-c607b30369e9.jpeg,Safeway,General Cleaning,After,After,test,True
data/original/Safeway/Safeway July/DONE CLEANED WALL/48dae5f9-180a-4d16-98ac-7ef5dd8ea3e8.jpeg,Safeway,General Cleaning,After,After,test,True
data/original/Safeway/Safeway July/DONE CLEANED WALL/2da53eee-046c-415e-9221-6e15974bb3ef.jpeg,Safeway,General Cleaning,After,After,test,True
data/original/Safeway/Safeway July/DONE CLEANED WALL/1ef17640-d907-41af-997b-42e9d4941068.jpeg,Safeway,General Cleaning,Before,After,test,True
data/original/Safeway/Safeway July/DONE CLEANED WALL/dd5ce3e2-e273-4732-a4c5-9aba3042cc68.jpeg,Safeway,General Cleaning,Before,After,test,True
data/original/Safeway/Safeway July/DONE CLEANED WALL/17c9f040-729b-44f9-8093-91c90f5c2349.jpeg,Safeway,General Cleaning,After,After,test,True
data/original/Safeway/Safeway July/DONE CLEANED WALL/250de489-79d5-4c71-bc75-1c34e84feafa.jpeg,Safeway,General Cleaning,After,After,test,True
data/original/Safeway/Safeway July/DONE PARKING LOT SWEPT/0b61fa0c-7ad6-4b91-a7d2-87162380021b.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE PARKING LOT SWEPT/354a8664-38ba-4818-a062-f7db391a20c8.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE PARKING LOT SWEPT/558aa47c-e07c-4587-8a10-0e7a5c946580.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE PARKING LOT SWEPT/322d4c55-5d12-4779-941a-ea7759f22c25.jpeg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE PARKING LOT SWEPT/B (1).jpg,Safeway,General Cleaning,Other,After,test,True
data/original/Safeway/Safeway July/DONE PARKING LOT SWEPT/8f9e79c5-89eb-49e9-8a34-5a0246253427.jpeg,Safeway,General Cleaning,Other,After,test,True
